chinese_name,code_name,overridenametextid,nameprefixid,overridepartnerskilltextid,ispal,tribe,bpclass,pictorial_id,zukanindexsuffix,size,rarity,element_1,element_2,genuscategory,organization,weapon,weaponequip,hp,melee_attack,remote_attack,defense,support,craftspeed,being_damage_multiplier,capture_probability,experience_multiplier,price,airresponse,aisightresponse,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,isboss,istowerboss,battlebgm,ignoreleanback,ignoreblowaway,maxfullstomach,fullstomachdecreaserate,foodamount,viewingdistance,viewingangle,hearingrate,noosetrap,nocturnal,biologicalgrade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,oilextraction_not_shown_in_game,pharmaceutical,cool_down,carry,pasture,passive_skills
King Melupa,BOSS_KingAlpaca,PAL_NAME_KingAlpaca,BOSS_NAME_KingAlpaca,PARTNERSKILL_KingAlpaca,True,EPalTribeID::KingAlpaca,BOSS_KingAlpaca,-1,,XL,8,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,85,90,100,100,20%,70%,10,5800,NotInterested,,80,80,500,800,290,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,90,470,0,0,0,0,0,1,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
冰帝美露帕,BOSS_KingAlpaca_Ice,PAL_NAME_KingAlpaca_Ice,BOSS_NAME_KingAlpaca_Ice,PARTNERSKILL_KingAlpaca_Ice,True,EPalTribeID::KingAlpaca_Ice,BOSS_KingAlpaca_Ice,-1,,XL,9,Ice,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,85,90,100,100,20%,70%,10,6100,NotInterested,,80,80,500,800,290,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,90,440,0,0,0,0,0,1,0,0,0,0,3,0,0,"[<NA>, <NA>, <NA>, <NA>]"
焰煌,BOSS_KingBahamut,PAL_NAME_KingBahamut,BOSS_NAME_KingBahamut,PARTNERSKILL_KingBahamut,True,EPalTribeID::KingBahamut,BOSS_KingBahamut,-1,,XL,9,Fire,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,150,125,120,50,100,20%,70%,10,10520,Boss,,150,400,700,1000,500,True,False,EPalBattleBGMType::FieldBoss,False,False,600,1,9,25,90,1,False,False,9,False,True,100,50,10,3,0,0,0,0,0,0,4,0,0,0,0,0,"['ElementBoost_Fire_2_PAL', <NA>, <NA>, <NA>]"
雷角马,BOSS_Kirin,PAL_NAME_Kirin,BOSS_NAME_Kirin,PARTNERSKILL_Kirin,True,EPalTribeID::Kirin,BOSS_Kirin,-1,,XL,5,Electricity,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,80,110,105,105,100,100,20%,63%,10,4280,Boss,,80,130,720,1200,425,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,680,0,0,0,2,0,0,1,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
火美狐,BOSS_Kitsunebi,PAL_NAME_Kitsunebi,BOSS_NAME_Kitsunebi,PARTNERSKILL_Kitsunebi,True,EPalTribeID::Kitsunebi,BOSS_Kitsunebi,-1,,S,1,Fire,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,65,70,75,70,100,100,40%,77%,10,2560,NotInterested,,40,80,400,550,240,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1400,1,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
融焰娘,BOSS_LavaGirl,PAL_NAME_LavaGirl,BOSS_NAME_LavaGirl,PARTNERSKILL_LavaGirl,True,EPalTribeID::LavaGirl,BOSS_LavaGirl,-1,,S,1,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,60,100,70,80,100,100,20%,77%,10,2500,NotInterested,,65,98,250,375,140,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1405,1,0,0,0,1,0,0,0,0,0,0,1,1,"[<NA>, <NA>, <NA>, <NA>]"
趴趴 Catfish,BOSS_LazyCatfish,PAL_NAME_LazyCatfish,BOSS_NAME_LazyCatfish,PARTNERSKILL_LazyCatfish,True,EPalTribeID::LazyCatfish,BOSS_LazyCatfish,-1,,XL,4,Earth,,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,70,95,100,100,40%,70%,10,4690,NotInterested,,100,150,450,600,300,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,100,50,895,0,1,0,0,0,0,0,2,1,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
佩克龙,BOSS_LazyDragon,PAL_NAME_LazyDragon,BOSS_NAME_LazyDragon,PARTNERSKILL_LazyDragon,True,EPalTribeID::LazyDragon,BOSS_LazyDragon,-1,,XL,8,Dragon,Water,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,False,110,110,100,70,100,100,20%,70%,10,10240,Boss,,40,60,650,900,150,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,280,0,2,0,0,0,0,0,0,0,0,0,1,0,"['PAL_FullStomach_Up_1', <NA>, <NA>, <NA>]"
派克龙,BOSS_LazyDragon_Electric,PAL_NAME_LazyDragon_Electric,BOSS_NAME_LazyDragon_Electric,PARTNERSKILL_LazyDragon_Electric,True,EPalTribeID::LazyDragon_Electric,BOSS_LazyDragon_Electric,-1,,XL,9,Dragon,Electricity,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,False,110,110,110,75,100,100,20%,70%,10,10380,Boss,,40,60,650,900,150,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,270,0,0,0,3,0,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
百合女王,BOSS_LilyQueen,PAL_NAME_LilyQueen,BOSS_NAME_LilyQueen,PARTNERSKILL_LilyQueen,True,EPalTribeID::LilyQueen,BOSS_LilyQueen,-1,,XL,9,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,110,105,100,100,20%,70%,10,7160,Boss,,60,100,450,550,275,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,100,30,250,0,0,4,0,3,2,0,0,0,3,0,0,0,"['ElementBoost_Leaf_2_PAL', <NA>, <NA>, <NA>]"
黑月女王,BOSS_LilyQueen_Dark,PAL_NAME_LilyQueen_Dark,BOSS_NAME_LilyQueen_Dark,PARTNERSKILL_LilyQueen_Dark,True,EPalTribeID::LilyQueen_Dark,BOSS_LilyQueen_Dark,-1,,XL,10,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,110,115,100,100,20%,70%,10,7610,Boss,,60,100,450,550,275,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,100,30,210,0,0,0,0,3,2,0,0,0,3,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
荊棘魔仙,BOSS_LittleBriarRose,PAL_NAME_LittleBriarRose,BOSS_NAME_LittleBriarRose,PARTNERSKILL_LittleBriarRose,True,EPalTribeID::LittleBriarRose,BOSS_LittleBriarRose,-1,,XL,1,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,80,80,80,100,100,20%,70%,10,1140,NotInterested,,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,1320,0,0,1,0,1,1,0,0,0,2,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
朋克蜥,BOSS_LizardMan,PAL_NAME_LizardMan,BOSS_NAME_LizardMan,PARTNERSKILL_LizardMan,True,EPalTribeID::LizardMan,BOSS_LizardMan,-1,,XL,2,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,90,80,50,100,100,40%,70%,10,1720,Boss,,100,140,600,800,270,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,True,9,True,True,100,50,1120,0,0,0,0,1,1,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
热血蜥,BOSS_LizardMan_Fire,PAL_NAME_LizardMan_Fire,BOSS_NAME_LizardMan_Fire,PARTNERSKILL_LizardMan_Fire,True,EPalTribeID::LizardMan_Fire,BOSS_LizardMan_Fire,-1,,XL,3,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,90,80,50,100,100,20%,70%,10,1640,Boss,,100,140,400,550,270,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,100,50,1140,1,0,0,0,1,1,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
狱焰王,BOSS_Manticore,PAL_NAME_Manticore,BOSS_NAME_Manticore,PARTNERSKILL_Manticore,True,EPalTribeID::Manticore,BOSS_Manticore,-1,,XL,7,Fire,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,110,80,100,100,20%,70%,10,4040,Boss,,90,180,750,1000,465,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,710,3,0,0,0,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
狱阎王,BOSS_Manticore_Dark,PAL_NAME_Manticore_Dark,BOSS_NAME_Manticore_Dark,PARTNERSKILL_Manticore_Dark,True,EPalTribeID::Manticore_Dark,BOSS_Manticore_Dark,-1,,XL,8,Fire,Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,115,80,100,100,20%,70%,10,4360,Boss,,60,90,750,1000,420,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,True,9,True,True,100,50,670,3,0,0,0,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
新叶猿,BOSS_Monkey,PAL_NAME_Monkey,BOSS_NAME_Monkey,PARTNERSKILL_Monkey,True,EPalTribeID::Monkey,BOSS_Monkey,-1,,S,1,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,70,70,100,100,40%,77%,10,1280,NotInterested,,48,48,300,400,174,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1250,0,0,1,0,1,1,1,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
毛掸儿,BOSS_MopBaby,PAL_NAME_MopBaby,BOSS_NAME_MopBaby,PARTNERSKILL_MopBaby,True,EPalTribeID::MopBaby,BOSS_MopBaby,-1,,S,1,Ice,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,60,100,60,60,100,100,40%,77%,10,1110,NotInterested,,55,100,250,400,175,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1300,0,0,0,0,0,1,0,0,0,0,1,0,0,"[<NA>, <NA>, <NA>, <NA>]"
毛老爹,BOSS_MopKing,PAL_NAME_MopKing,BOSS_NAME_MopKing,PARTNERSKILL_MopKing,True,EPalTribeID::MopKing,BOSS_MopKing,-1,,XL,6,Ice,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,90,90,100,100,40%,70%,10,6000,NotInterested,,60,120,300,600,210,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,410,0,0,0,0,0,2,0,0,0,0,2,0,0,"[<NA>, <NA>, <NA>, <NA>]"
秘斯媞雅,BOSS_Mutant,PAL_NAME_Mutant,BOSS_NAME_Mutant,PARTNERSKILL_Mutant,True,EPalTribeID::Mutant,BOSS_Mutant,-1,,XL,6,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,80,100,90,100,100,20%,70%,10,1760,Boss,,80,130,500,650,315,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1110,0,0,0,0,3,1,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
笑魇猫,BOSS_NaughtyCat,PAL_NAME_NaughtyCat,BOSS_NAME_NaughtyCat,PARTNERSKILL_NaughtyCat,True,EPalTribeID::NaughtyCat,BOSS_NaughtyCat,-1,,XL,6,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,80,80,100,100,20%,70%,10,5510,NotInterested,,32,64,600,900,332,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,100,50,510,0,0,0,0,0,2,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
瞅什魔,BOSS_NegativeKoala,PAL_NAME_NegativeKoala,BOSS_NAME_NegativeKoala,PARTNERSKILL_NegativeKoala,True,EPalTribeID::NegativeKoala,BOSS_NegativeKoala,-1,,M,1,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,70,100,100,40%,70%,10,1050,Boss,,10,10,300,400,100,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,True,9,False,True,100,50,1380,0,0,0,0,1,0,0,1,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
勾魂鱿,BOSS_NegativeOctopus,PAL_NAME_NegativeOctopus,BOSS_NAME_NegativeOctopus,PARTNERSKILL_NegativeOctopus,True,EPalTribeID::NegativeOctopus,BOSS_NegativeOctopus,-1,,XL,1,Dark,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,60,100,60,70,100,100,40%,70%,10,1200,NotInterested,,60,120,400,550,260,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,True,9,False,True,100,50,1290,0,0,0,0,0,1,0,0,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
露娜蒂,BOSS_NightFox,PAL_NAME_NightFox,BOSS_NAME_NightFox,PARTNERSKILL_NightFox,True,EPalTribeID::NightFox,BOSS_NightFox,-1,,M,6,Dark,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,75,70,85,70,140,100,40%,70%,10,1480,NotInterested,,30,60,300,500,164,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1180,0,0,0,0,0,1,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
企丸丸,BOSS_Penguin,PAL_NAME_Penguin,BOSS_NAME_Penguin,PARTNERSKILL_Penguin,True,EPalTribeID::Penguin,BOSS_Penguin,-1,,M,1,Ice,Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,75,70,100,100,40%,63%,10,1080,NotInterested,,30,60,500,650,265,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1350,0,1,0,0,1,0,0,0,0,0,1,1,0,"[<NA>, <NA>, <NA>, <NA>]"
捣蛋猫,BOSS_PinkCat,PAL_NAME_PInkCat,BOSS_NAME_PinkCat,PARTNERSKILL_PinkCat,True,EPalTribeID::PinkCat,BOSS_PinkCat,-1,,M,1,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,70,100,100,40%,105%,10,1000,NotInterested,,30,60,400,550,160,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1460,0,0,0,0,1,1,0,1,0,0,0,1,0,"['PAL_ALLAttack_down1', <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_PinkKangaroo,PAL_NAME_PinkKangaroo,BOSS_NAME_PinkKangaroo,PARTNERSKILL_PinkKangaroo,True,EPalTribeID::PinkKangaroo,BOSS_PinkKangaroo,-1,,XL,0,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,3660,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
fraternity lizard,BOSS_PinkLizard,PAL_NAME_PinkLizard,BOSS_NAME_PinkLizard,PARTNERSKILL_PinkLizard,True,EPalTribeID::PinkLizard,BOSS_PinkLizard,-1,,XL,5,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,120,70,70,70,140,100,20%,70%,10,2450,Boss,,90,170,750,850,460,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,True,9,False,True,100,30,940,0,0,0,0,2,0,0,1,0,2,0,2,0,"['ElementResist_Normal_1_PAL', <NA>, <NA>, <NA>]"
Ji Xiaotu,BOSS_PinkRabbit,PAL_NAME_PinkRabbit,BOSS_NAME_PinkRabbit,PARTNERSKILL_PinkRabbit,True,EPalTribeID::PinkRabbit,BOSS_PinkRabbit,-1,,S,1,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,75,100,65,70,100,100,20%,70%,10,1160,NotInterested,,50,100,245,350,172,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1310,0,0,0,0,1,1,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
Ye NiNi,BOSS_PlantSlime,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,True,EPalTribeID::PlantSlime,BOSS_PlantSlime,-1,,XL,1,Earth,Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,40%,91%,10,1310,NotInterested,,50,50,300,400,175,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1,1,25,90,1,False,False,9,False,True,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Ye NiNi,BOSS_PlantSlime_Flower,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,True,EPalTribeID::PlantSlime,BOSS_PlantSlime_Flower,-1,,XL,1,Earth,Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,40%,91%,10,1310,NotInterested,,50,50,300,400,175,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1,1,25,90,1,False,False,9,False,True,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
queen bee,BOSS_QueenBee,PAL_NAME_QueenBee,BOSS_NAME_QueenBee,PARTNERSKILL_QueenBee,True,EPalTribeID::QueenBee,BOSS_QueenBee,-1,,XL,8,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,105,100,100,100,20%,70%,10,6830,Boss,,150,250,450,550,350,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,10,330,0,0,2,0,2,2,1,0,0,2,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Thunder Boy,BOSS_RaijinDaughter,PAL_NAME_RaijinDaughter,BOSS_NAME_RaijinDaughter,PARTNERSKILL_RaijinDaughter,True,EPalTribeID::RaijinDaughter,BOSS_RaijinDaughter,-1,,XL,2,Electricity,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,110,80,70,100,100,20%,70%,10,1390,NotInterested,,120,200,400,550,300,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,20,1210,0,0,0,1,1,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
Flamingo,BOSS_RedArmorBird,PAL_NAME_RedArmorBird,BOSS_NAME_RedArmorBird,PARTNERSKILL_RedArmorBird,True,EPalTribeID::RedArmorBird,BOSS_RedArmorBird,-1,,XL,7,Fire,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,95,100,105,120,100,100,20%,70%,10,6720,Boss,,100,200,800,1400,375,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,0,True,True,150,50,380,3,0,0,0,0,0,0,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
Feather Archer,BOSS_RobinHood,PAL_NAME_RobinHood,BOSS_NAME_RobinHood,PARTNERSKILL_RobinHood,True,EPalTribeID::RobinHood,BOSS_RobinHood,-1,,XL,0,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,105,80,100,100,20%,70%,10,2050,Boss,,100,100,600,750,400,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,1020,0,0,1,0,2,2,1,0,0,1,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
mountain shooter,BOSS_RobinHood_Ground,PAL_NAME_RobinHood_Ground,BOSS_NAME_RobinHood_Ground,PARTNERSKILL_RobinHood_Ground,True,EPalTribeID::RobinHood_Ground,BOSS_RobinHood_Ground,-1,,XL,6,Leaf,Earth,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,105,80,100,100,20%,70%,10,2150,Boss,,100,100,600,750,400,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,1000,0,0,0,0,2,2,1,0,0,1,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
Wave Blade Samurai,BOSS_Ronin,PAL_NAME_Ronin,BOSS_NAME_Ronin,PARTNERSKILL_Ronin,True,EPalTribeID::Ronin,BOSS_Ronin,-1,,XL,7,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,125,80,100,100,20%,70%,10,4520,Boss,,80,160,600,900,320,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,100,50,640,2,0,0,0,1,1,3,0,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
Knight of Light,BOSS_SaintCentaur,PAL_NAME_SaintCentaur,BOSS_NAME_SaintCentaur,PARTNERSKILL_SaintCentaur,True,EPalTribeID::SaintCentaur,BOSS_SaintCentaur,-1,,XL,20,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,260,110,120,145,100,100,10%,70%,10,8810,Boss,,50,100,800,1400,450,True,False,EPalBattleBGMType::Legend,False,False,600,1,9,25,90,1,False,False,9,False,True,100,50,80,0,0,0,0,0,0,2,2,0,0,0,0,0,"['Legend', 'ElementBoost_Normal_2_PAL', <NA>, <NA>]"
Lian Lilong,BOSS_SakuraSaurus,PAL_NAME_SakuraSaurus,BOSS_NAME_SakuraSaurus,PARTNERSKILL_SakuraSaurus,True,EPalTribeID::SakuraSaurus,BOSS_SakuraSaurus,-1,,XL,7,Leaf,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,80,90,100,120,100,20%,70%,10,2920,NotInterested,,50,75,350,600,200,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,50,860,0,0,3,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Allother,BOSS_SakuraSaurus_Water,PAL_NAME_SakuraSaurus_Water,BOSS_NAME_SakuraSaurus_Water,PARTNERSKILL_SakuraSaurus_Water,True,EPalTribeID::SakuraSaurus_Water,BOSS_SakuraSaurus_Water,-1,,XL,8,Leaf,Water,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,80,95,100,120,100,20%,70%,10,3110,NotInterested,,50,75,350,600,200,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,50,840,0,3,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_ScorpionMan,PAL_NAME_ScorpionMan,BOSS_NAME_ScorpionMan,PARTNERSKILL_ScorpionMan,True,EPalTribeID::ScorpionMan,BOSS_ScorpionMan,-1,,XL,0,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,8080,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,True,9,False,True,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
滑水蛇,BOSS_Serpent,PAL_NAME_Serpent,BOSS_NAME_Serpent,PARTNERSKILL_Serpent,True,EPalTribeID::Serpent,BOSS_Serpent,-1,,XL,4,Water,,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,90,70,90,80,100,100,20%,70%,10,5050,NotInterested,,100,200,500,750,350,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,560,0,2,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
流沙蛇,BOSS_Serpent_Ground,PAL_NAME_Serpent_Ground,BOSS_NAME_Serpent_Ground,PARTNERSKILL_Serpent_Ground,True,EPalTribeID::Serpent_Ground,BOSS_Serpent_Ground,-1,,XL,5,Earth,,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,90,70,90,100,100,100,20%,70%,10,5140,NotInterested,,100,200,500,750,350,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,550,0,0,0,0,0,1,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Shark,BOSS_SharkKid,PAL_NAME_SharkKid,BOSS_NAME_SharkKid,PARTNERSKILL_SharkKid,True,EPalTribeID::SharkKid,BOSS_SharkKid,-1,,M,2,Water,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,90,90,75,100,100,20%,70%,10,1840,Boss,,50,80,400,500,120,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,100,50,1090,0,2,0,0,1,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
红小黄,BOSS_SharkKid_Fire,PAL_NAME_SharkKid_Fire,BOSS_NAME_SharkKid_Fire,PARTNERSKILL_SharkKid_Fire,True,EPalTribeID::SharkKid_Fire,BOSS_SharkKid_Fire,-1,,M,3,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,90,90,75,100,100,20%,70%,10,1800,Boss,,50,80,400,500,120,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,100,50,1100,2,0,0,0,1,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
